Barangays,10 Digit Code,Municipality,10 Digit Code
Dugcal,501709001,Camaligan,501709000
Marupit,501709002,,
San Francisco,501709003,,
San Juan-San Ramon (Pob.),501709005,,
San Lucas (Pob.),501709007,,
San Marcos (Pob.),501709008,,
San Mateo (Pob.),501709009,,
San Jose-San Pablo (Pob.),501709011,,
San Roque,501709013,,
Santo Domingo (Pob.),501709014,,
Santo Tomas (Pob.),501709015,,
Sua,501709016,,
Tarosanan,501709017,,
