Barangays,10 Digit Code,Municipality,10 Digit Code
San Antonio,501704001,Bombon,501704000
San Francisco,501704002,,
San Isidro (Pob.),501704003,,
San Jose (Pob.),501704004,,
Pagao,501704005,,
San Roque (Pob.),501704006,,
Siembre,501704007,,
Santo Domingo,501704008,,
