Barangays,10 Digit Code,Municipality,10 Digit Code
Barcelonita,501707001,Cabusao,501707000
Biong,501707002,,
Camagong,501707004,,
Castillo,501707005,,
New Poblacion,501707006,,
Pandan,501707007,,
San Pedro,501707008,,
Santa Cruz,501707009,,
Santa Lutgarda (Pob.),501707010,,
