Barangays,10 Digit Code,Municipality,10 Digit Code
Cabanbanan,501702002,Balatan,501702000
Cabungan,501702003,,
Camangahan,501702004,,
Cayogcog,501702006,,
Coguit,501702007,,
Duran,501702008,,
Laganac,501702009,,
Luluasan,501702010,,
Montenegro,501702011,,
Pararao,501702012,,
Siramag (Pob.),501702013,,
Pulang Daga,501702014,,
Sagrada Nacacale,501702015,,
San Francisco,501702016,,
Santiago Nacacale,501702017,,
Tapayas,501702018,,
Tomatarayo,501702019,,
