Barangays,10 Digit Code,Municipality,10 Digit Code
Daculang Bolo,501604001,San Lorenzo Ruiz,501604000
Dagotdotan,501604002,,
Langga,501604003,,
Laniton,501604004,,
Maisog,501604005,,
Mampurog,501604006,,
Manlimonsito,501604007,,
Matacong (Pob.),501604008,,
Salvacion,501604009,,
San Antonio,501604010,,
San Isidro,501604011,,
San Ramon,501604012,,
