Barangays,10 Digit Code,Municipality,10 Digit Code
Asdum,501609001,San Vicente,501609000
Cabanbanan,501609002,,
Calabagas,501609003,,
Fabrica,501609004,,
Iraya Sur,501609005,,
Man-Ogob,501609006,,
Poblacion District I,501609007,,
Poblacion District II,501609008,,
San Jose,501609009,,
