Barangays,10 Digit Code,Municipality,10 Digit Code
Antipolo,502001001,Bagamanoc,502001000
Bacak,502001002,,
Bagatabao,502001003,,
Bugao,502001004,,
Cahan,502001005,,
Hinipaan,502001006,,
Magsaysay,502001007,,
Poblacion,502001008,,
Quigaray,502001010,,
Quezon,502001011,,
Sagrada,502001012,,
Salvacion,502001013,,
San Isidro,502001014,,
San Rafael,502001015,,
San Vicente,502001016,,
Santa Mesa,502001017,,
Santa Teresa,502001018,,
Suchan,502001019,,
