Barangays,10 Digit Code,Municipality,10 Digit Code
La Esperanza,506215001,Santa Magdalena,506215000
Peñafrancia,506215002,,
Barangay Poblacion I,506215003,,
Barangay Poblacion II,506215004,,
Barangay Poblacion III,506215005,,
Barangay Poblacion IV,506215006,,
Salvacion,506215007,,
San Antonio,506215008,,
San Bartolome,506215009,,
San Eugenio,506215010,,
San Isidro,506215011,,
San Rafael,506215012,,
San Roque,506215013,,
San Sebastian,506215014,,
