Barangays,10 Digit Code,Municipality,10 Digit Code
Alegria,504116001,Pio V. Corpuz,504116000
Buenasuerte,504116002,,
Bugang,504116003,,
Bugtong,504116004,,
Bunducan,504116005,,
Cabangrayan,504116006,,
Calongongan,504116007,,
Casabangan,504116008,,
Guindawahan,504116009,,
Labigan,504116010,,
Lampuyang,504116011,,
Mabuhay,504116012,,
Palho,504116014,,
Poblacion,504116015,,
Salvacion,504116016,,
Tanque,504116017,,
Tubigan,504116018,,
Tubog,504116019,,
