Barangays,10 Digit Code,Municipality,10 Digit Code
Burgos,504104001,Batuan,504104000
Canares,504104002,,
Cambañez,504104003,,
Costa Rica,504104004,,
Danao,504104005,,
Gibraltar,504104006,,
Mabuhay,504104007,,
Matabao,504104008,,
Nasandig,504104009,,
Panisihan,504104010,,
Poblacion,504104011,,
Rizal,504104013,,
Royroy,504104014,,
Sawang,504104015,,
