Barangays,10 Digit Code,Municipality,10 Digit Code
Balantay,504108001,Dimasalang,504108000
Balocawe,504108002,,
Banahao,504108003,,
Buenaflor,504108004,,
Buracan,504108005,,
Cabanoyoan,504108006,,
Cabrera,504108007,,
Cadulan,504108008,,
Calabad,504108009,,
Canomay,504108010,,
Divisoria,504108011,,
Gaid,504108012,,
Gregorio Alino,504108013,,
Magcaraguit,504108014,,
Mambog,504108015,,
Poblacion,504108016,,
Rizal,504108017,,
San Vicente,504108018,,
Suba,504108019,,
T.R. Yangco,504108020,,
